cid	lang	wid	lemma	comment	iids	examples	is_basic	scenes	bunrui
8555	ms	869	hari Isnin	【よみ】; げつようび;【意味】; Monday	3409	Saya akan ke sekolah mulai pagi pada hari Isnin.|月曜日は 朝から 学校へ 行きます。	1	時・週	1.1632
53018	ms	1643	pintu masuk rumah	【よみ】; げんかん;【意味】; front door; entrance hall	2776;2777	Saya membersihkan koridor dan pintu masuk rumah.|玄関や 廊下を 掃除します。;;;Ada pasu bunga diletakkan di pintu masuk rumah.|玄関に 花瓶が 置いて あります。	1	不動産屋	1.4430
98390	ms	705	sihat; ceria	【よみ】; げんき;【意味】; healthy; cheerful	3593;3594	Encik Lee tidak sihat kerana selesema.|イさんは かぜを ひいて いるので、 元気じゃ ありません。;;;Encik Yamada seorang yang sangat ceria.|山田さんは とても 元気な 人です。	1		3.3430
15151	ms	1644	biji	【よみ】; ～こ;【意味】; a term for counting eggs, confectionary, soap, etc.	3561;3560	Saya makan satu biji kuih yang saya terima daripada Encik Lee.|イさんから もらった お菓子を 一個 食べました。;;;Masakan ini menggunakan dua biji telur.|この 料理は 卵を 二個 使います。	1		1.1962
30521	ms	1111	bahasa	【よみ】; ～ご;【意味】; ～ language	3182;3183	Belajar bahasa asing susah.|外国語を 勉強するのは 難しいです。;;;Saya membaca buku yang ditulis dalam bahasa Jepun.|日本語で 書かれた 本を 読みます。	1	ことば	1.3101
23140	ms	649	taman	【よみ】; こうえん;【意味】; park	3117;1255;1222	Selepas berjalan-jalan di taman, saya nak balik ke rumah. |公園を 散歩して、 家へ 帰ります。;;;Ada taman di depan rumah saya. |家の 前は 公園です。;;;Ada pokok di taman. |公園に 木が あります。	1	道	1.2650
57316	ms	1646	persimpangan	【よみ】; こうさてん;【意味】; crossing; intersection	2907	Lintas persimpangan sana, kemudian belok ke kiri.|あの 交差点を 渡って、 左に 曲がります。	1	道	1.4710
51748	ms	1178	téｈ	【よみ】; こうちゃ;【意味】; black tea	2821	Saya lebih suka teh daripada kopi.|わたしは コーヒーより 紅茶の ほうが 好きです。	1	喫茶店	1.4350
23216	ms	1647	pondok polis	【よみ】; こうばん;【意味】; police box	2875;2876	Saya bertanya jalan kepada anggota polis di pondok polis.|交番で おまわりさんに 道を 聞きました。;;;Ada peta bandar dilekat di pondok polis.|交番に 町の 地図が はって あります。	1	交番	1.2660
25605	ms	980	suara	【よみ】; こえ;【意味】; voice	3633;3632	Suara Encik Matsui kuat.|松井さんは 声が 大きいです。;;;Kita bercakap dengan suara perlahan kerana sudah pukul dua belas malam.|もう 夜 十二時ですから、 小さい 声で 話します。	1		1.3031
49881	ms	1648	kot	【よみ】; こーと;【意味】; coat	3188	Oleh sebab sejuk di luar, saya memakai kot dan pergi ke syarikat.|外は 寒いので、 コートを 着て、 会社へ 行きます。	1	身につける物・動作	1.4220
51777	ms	1177	kopi	【よみ】; こーひー;【意味】; coffee	2820	Saya minum kopi setiap pagi.|わたしは 毎朝 コーヒーを 飲みます。	1	喫茶店	1.4350
9974	ms	21	sini	【よみ】; ここ;【意味】; here; this place	1474	Kita boleh belajar di sini. |ここで 勉強する ことが できます。	1	代名詞	1.1700
8824	ms	1063	petang; malam	【よみ】; ごご;【意味】; p.m; afternoon	3458;1768	Sekarang pukul tujuh malam.|今、 午後 七時です。;;;Apa kata kita bermain tenis pada petang hari Sabtu? |土曜日の 午後、 テニスを しませんか。	1	時	1.1635
14598	ms	1649	sembilan hari bulan	【よみ】; ここのか;【意味】; ninth; nine days	3549	Ibu bapa akan datang melawat rumah saya pada sembilan hari bulan bulan depan.|来月 九日に 両親が わたしの うちへ 遊びに 来ます。	1		1.1960
14373	ms	1650	sembilan buah	【よみ】; ここのつ;【意味】; nine	3540	Di dalam bilik darjah ini ada sembilan buah beg.|この 教室に かばんが 九つ あります。	1		1.1960
8822	ms	1376	pagi	【よみ】; ごぜん;【意味】; a.m; morning	3457;3456	Sekarang pukul tujuh pagi.|今、 午前 七時です。;;;Esok saya akan ada di sekolah pada sebelah pagi.|あしたは 午前中 学校に います。	1	時	1.1635
80142	ms	1651	menjawab(jawab)	【よみ】; こたえます;【意味】; answer	2863	Saya tidak dapat menjawab soalan kerana ianya susah.|問題が 難しかったので、 答える ことが できませんでした。	1	授業	2.3132
10765	ms	161	sini; ini	【よみ】; こちら;【意味】; this way; this place; ※ the more polite equivalent of "ここ"; this; ※ the more polite equivalent of "これ"	3291;3292	Tandas di sini. |お手洗いは こちらです。;;;Ini Encik Kobayashi. |こちらは 小林さんです。	1	代名詞	1.1730
10766	ms	528	sini	【よみ】; こっち;【意味】; this way; this place; ※ the informal equivalent of "こちら"	3293	Kerana tidak boleh duduk di sini, saya akan duduk di sana.|こっちは 座れないので、 あっちに 座ります。	1	代名詞	1.1730
9013	ms	970	tahun ini	【よみ】; ことし;【意味】; this year	3317;1638	Saya akan belajar gitar mulai dari tahun ini.|わたしは 今年から ギターを 習います。;;;Saya datang ke Jepun pada lima belas hari bulan Mac tahun ini .|今年の 三月 十五日に 日本に 来ました。	1	時・年	1.1641
30264	ms	1653	perkataan	【よみ】; ことば;【意味】; word; language	3184	Apabila ada makna perkataan yang tidak jelas, saya menggunakan kamus. |ことばの 意味が 分からない とき、 辞書を 使います。	1	ことば	1.3100
16114	ms	1654	kanak-kanak	【よみ】; こども;【意味】; child	3273	Ada kanak-kanak sedang bermain di taman.|子どもが 公園で 遊んで います。	1	人間	1.2050
90777	ms	32	ini	【よみ】; この;【意味】; this ～; this ～ here	3787;3788	Saya memesan masakan ini.|わたしは この 料理を 頼みます。;;;Bangunan ini lama dan terkenal. |この 建物は 古くて、 有名です。	1		3.1010
36910	ms	1655	nasi	【よみ】; ごはん;【意味】; a meal; boiled rice	2807;2808	Saya suka kedua-dua roti dan nasi.|わたしは パンも ごはんも 好きです。;;;Malam ini saya akan makan nasi di rumah kawan.|今晩は 友達の うちで ごはんを 食べます。	1	レストラン／食堂	1.3331
33488	ms	353	salinan	【よみ】; こぴー;【意味】; copy	2976	Guru menyerahkan salinan surat khabar kepada pelajar-pelajarnya. |先生は 学生に 新聞の コピーを 渡しました。	1	図書館	1.3151
80748	ms	1656	buat (morph:meN- membuat)	【よみ】; こぴーします;【意味】; copy	2973;2975	Saya membuat salinan ini sebanyak lima helai.|これを 五枚 コピーします。;;;Saya membuat salinan buku di perpustakaan.|図書館で 本を コピーしました。	1	図書館	2.3151
75855	ms	252	susah	【よみ】; こまります;【意味】; be in trouble	3365	Saya susah kerana kehilangan pasport semasa berada di luar negara. |外国で パスポートを なくしたので、 困りました。	1		2.3014
147	ms	117	ini	【よみ】; これ;【意味】; this; thing here	1259	Ini pen saya. |わたしの ペンは これです。	1	代名詞	1.1010
7729	ms	1657	lebih kurang; semasa	【よみ】; ～ころ／ごろ;【意味】; about (of time)	3835;3836	Encik Tanaka akan tiba di stesen dalam lebih kurang pukul sepuluh.|田中さんは 十時ごろ 駅に 着きます。;;;Semasa saya masih kanak-kanak, saya selalu bermain di taman itu.|わたしは 子どもの ころ、 よく あの 公園で 遊びました。	1		1.1611
9022	ms	245	bulan ini	【よみ】; こんげつ;【意味】; this month	3303;3302	Saya sangat sibuk bekerja pada bulan ini. |今月は 仕事が とても 忙しかったです。;;;Pasar raya itu tutup pada setiap hari Rabu bulan ini. |今月 あの スーパーは 水曜日が 休みです。  	1	時・月	1.1641
9025	ms	1658	minggu ini	【よみ】; こんしゅう;【意味】; this week	3686;3416	Ada sebanyak empat ujian pada minggu ini.|今週、 テストが 四つも ありました。;;;Kelas bahasa Jepun tidak ada pada minggu ini.|今週、 日本語の 授業は 休みです。	1	時・週	1.1641
90778	ms	1659	seperti ini	【よみ】; こんな;【意味】; such	3790;3791	Saya mencari dompet berwarna hitam seperti ini.|こんな 黒い 財布を 探して います。;;;Saya mahukan topi seperti ini.|わたしは こんな 帽子が 欲しいです。	1		3.1010
9031	ms	1085	malam ini	【よみ】; こんばん;【意味】; this evening; tonight	1813;3444;3445	Malam ini saya tidak ingin ke mana-mana.|今晩 どこへも 行きたくありません。;;;Malam ini kawan akan bermalam di rumah saya.|今晩 友達が うちに 泊まります。;;;Malam ini sangat sejuk.|今晩は とても 寒いです。	1	時・日	1.1641
100460	ms	1066	entahlah; baiklah	【よみ】; さあ;【意味】; right; now; ※ used when encouraging some course of action	3771;3770	Baiklah, kita akan mulakan kelas.|さあ、 授業を 始めましょう。;;;Entahlah, saya kurang faham.|さあ、 よく 分かりません。	1		4.3010
14870	ms	1660	tahun	【よみ】; ～さい;【意味】; ～years old	3562;3563	Di Jepun, umur yang dibenarkan memandu adalah lapan belas tahun.|日本では 十八歳から 運転が できます。;;;Adik perempuan saya berumur empat tahun.|わたしの 妹は 四歳です。	1		1.1962
54008	ms	1661	dompét	【よみ】; さいふ;【意味】; purse; wallet	2787	Semalam saya beli dompet yang baru.|きのう、 新しい 財布を 買いました。	1	デパート	1.4514
63577	ms	1406	ikan	【よみ】; さかな;【意味】; fish	2958	Kawasan yang dekat dengan laut, ikannya sedap.|海に 近い ところでは、 魚が おいしいです。	1	店	1.5504
9270	ms	1662	dulu	【よみ】; さき;【意味】; ahead	3465;3466	Apabila pulang ke rumah, saya akan mandi dulu.|家へ 帰ったら、 先に シャワーを 浴びます。;;;Apabila hendak menaiki kereta api, biarlah orang turun dulu.|電車に 乗る ときは、 降りる 人が 先です。	1	時	1.1650
90067	ms	969	mekar	【よみ】; さきます;【意味】; flower; bloom; blossom	3363;3364	Ada banyak bunga yang cantik sedang mekar di taman .|公園に きれいな 花が たくさん 咲いて います。;;;Bunga ini mekar pada musim bunga.|この 花は 春に なると、 咲きます。	1		2.5701
34739	ms	1174	karangan	【よみ】; さくぶん;【意味】; composition writing	2854;2855	Saya telah membaca karangan yang ditulis Encik Matsui.|わたしは 松井さんが 書いた 作文を 読みました。;;;Esok saya akan hantar karangan kepada guru.|あした 先生に 作文を 出します。	1	授業	1.3200
71714	ms	1663	berpayung	【よみ】; さします;【意味】; put up (an umbrella)	3366	Oleh sebab hujan turun, saya berpayung pergi ke sekolah.|雨が 降って いるので、 傘を さして、 学校へ 行きます。	1		2.1532
15216	ms	742	buah	【よみ】; ～さつ;【意味】; a term for counting books etc.	2965;1323	Saya pinjam tiga buah buku di perpustakaan.|図書館で 本を 三冊 借りました。;;;Di atas meja guru ada dua buah kamus dan sebuah majalah. |先生の 机の 上に 辞書が 二冊と 雑誌が 一冊 あります。	1	図書館	1.1962
34482	ms	743	majalah	【よみ】; ざっし;【意味】; magazine	2969;2970	Majalah tidak boleh dipinjam di perpustakaan.|雑誌は 図書館で 借りる ことが できません。;;;Majalah ini menarik.|この 雑誌は おもしろいです。	1	図書館	1.3160
51376	ms	1664	gula	【よみ】; さとう;【意味】; sugar	2826	Saya memasukkan gula dan minum kopi.|わたしは 砂糖を 入れて、 コーヒーを 飲みます。	1	喫茶店	1.4330
94373	ms	799	sejuk	【よみ】; さむい;【意味】; cold; ※ used when referring to temperature	1403;3053	Hari ini tidak sejuk.|きょうは 寒くないです。;;;Kerana malam sejuk, saya keluar dengan membawa kot.|夜は 寒いので、 コートを 持って 出かけます。	1	天気	3.1915
9201	ms	1666	dua tahun akan datang	【よみ】; さらいねん;【意味】; the year after next	3320;3321	Dua tahun akan datang saya akan pulang ke negara asal.|さ来年 国へ 帰ります。;;;Saya dengar perpustakaan akan siap di sana dua tahun akan datang.|さ来年 あそこに 図書館が できるそうです。	1	時・年	1.1643
14335	ms	1668	Encik; Puan; Cik	【よみ】; ～さん;【意味】; Mr.; Mrs.; Ms.; ※ the title of respect added to a name	3280	Encik Matsui dan Encik Lee berkawan.|松井さんと イさんは 友達です。	1	人間	1.1960
38140	ms	1669	berjalan-jalan	【よみ】; さんぽ;【意味】; walk	2918	Saya pergi berjalan-jalan setiap pagi.|わたしは 毎朝 散歩に 行きます。	1	道	1.3371
14337	ms	1670	empat	【よみ】; し／よん;【意味】; four	3914;3887;3913	A: Ada berapa?|A ： いくつ ありますか。;;;"4" dibaca sebagai "empat".. |「四」は 「よん」と 読みます。;;;B: Satu, dua, tiga, empat….|B ： 一、 二、 三、 四…。	1		1.1960
51398	ms	1671	garam	【よみ】; しお;【意味】; salt	3220;3219	Saya memasak dengan masukkan gula dan garam.|砂糖と 塩を 入れて、 料理を 作ります。;;;Saya ambilkan garam untuk Encik Lee.|イさんに 塩を 取って あげました。	1	食生活	1.4330
100256	ms	1672	tetapi	【よみ】; しかし;【意味】; but; however	3693;3692	Setiap hari sibuk tetapi sangat seronok.|毎日 忙しいです。 しかし、 大変 楽しいです。;;;Saya ingin berehat sepanjang hari esok.  Tetapi saya harus pergi ke sekolah.|あしたは 一日 休みたいです。 しかし、 学校へ 行かなければ なりません。	1		4.1130
14901	ms	1264	masa	【よみ】; じかん;【意味】; time	3459;3460	Saya ada masa lapang pagi ini, jadi saya membaca surat khabar, kemudian keluar dari rumah.|けさは 時間が あるので、 新聞を 読んでから、 家を 出ます。;;;Saya tidak ada masa bermain kerana sibuk bekerja.|仕事が 忙しいので、 遊ぶ 時間が ありません。	1	時	1.1962
36429	ms	197	kerja	【よみ】; しごと;【意味】; work; job; business	1799;2024	Biar saya buat kerja tersebut. |その 仕事は わたしが しましょう。;;;Hari ini hari Ahad tetapi saya ada kerja. |きょうは 日曜日なのに 仕事が あります。	1	会社	1.3320
34541	ms	722	kamus	【よみ】; じしょ;【意味】; dictionary	1291;2974	Itulah kamus bahasa Jepun. |日本語の 辞書は それです。;;;Sambil melihat kamus, saya belajar bahasa Jepun.|辞書を 見て、 日本語を 勉強します。	1	図書館	1.3160
99157	ms	716	senyap	【よみ】; しずか;【意味】; quiet; still; silent	2023;3518;3519	Encik Yamada selalu ceria tetapi hari ini senyap.|山田さんは いつも 元気ですけれども、 きょうは 静かです。;;;Saya ingin pergi ke tempat yang senyap dan cantik.|わたしは 静かで、 きれいな 所へ 行きたいです。;;;Encik Matsui tinggal di bandar yang kawasannya senyap.|松井さんは 静かな 町に 住んで います。	1	形容詞 2	3.5030
11065	ms	671	bawah	【よみ】; した;【意味】; under; below; beneath	3248	Ada kucing di bawah kerusi. |いすの 下に 猫が います。	1	空間	1.1741
14340	ms	1673	tujuh	【よみ】; しち／なな;【意味】; seven	3915;3890	Ada tujuh biji telur di dalam peti sejuk.|冷蔵庫の 中に 卵が 七個 あります。;;;Cuaca akan beransur panas apabila masuk bulan tujuh.|七月に なると、 だんだん 暑く なります。	1		1.1960
32755	ms	666	soalan	【よみ】; しつもん;【意味】; question	1654;2856	Cikgu memberi soalan.|先生から 質問を 出しました。;;;Awak mesti membaca soalan dengan baik semasa menulis jawapan.|答えを 書く ときは、 質問を よく 読まなければ なりません。	1	授業	1.3132
56482	ms	1093	basikal	【よみ】; じてんしゃ;【意味】; bicycle	2041;2913;2914	Lebih mudah menggunakan basikal kalau pergi ke universiti itu. |あの 大学へ 行くなら、 自転車が 便利です。;;;Saya membonceng di bahagian belakang basikal kawan saya.|友達の 自転車の うしろに 乗りました。;;;Saya akan pergi menaiki basikal walaupun hujan.|雨が 降っても、 自転車で 行きます。	1	道	1.4650
56506	ms	1674	keréta	【よみ】; じどうしゃ;【意味】; automobile; car	2910;2909	Ini majalah kereta.|これは 自動車の 雑誌です。;;;Kereta buatan Jepun dijual di luar negara.|外国で 日本の 自動車が 売られて います。	1	道	1.4650
90096	ms	1675	mati	【よみ】; しにます;【意味】; die	2753	Ramai orang yang mati.|人が 大勢 死にました。	1	病院	2.5702
15636	ms	317	sendiri; saya	【よみ】; じぶん;【意味】; oneself	3290;1683	Saya yang memasak makan malam setiap hari. |夕飯は 毎日 自分が 作ります。;;;Saya akan membuat kerja itu sendiri. |その 仕事は 自分で やります。	1	代名詞	1.2020
72671	ms	1193	tutup	【よみ】; しまります;【意味】; close; shut	2840;2841	Saya tidak boleh membeli barang kerana pasar raya sudah tutup.|スーパーが 閉まって いたので、 買い物が できませんでした。;;;Beg tidak tutup.|かばんが 閉まって いませんでした。	1	駅	2.1553
100235	ms	68	kalau begitu	【よみ】; じゃあ;【意味】; well; then; in that case	2415;2562;3781	Kalau begitu, saya minta tolong awak.|じゃあ、 お願いします。;;;Kalau begitu, jumpa lagi. |じゃあ、 また。;;;Kalau begitu, saya nak pergi ke hospital dengan menaiki bas. |じゃあ、 バスで 病院へ 行きます。	1		4.1120
35159	ms	946	gambar	【よみ】; しゃしん;【意味】; photograph	3880;2181	Saya tunjukkan gambar melancong kepada Cik Kimura.|木村さんに 旅行の 写真を 見せました。;;;Apabila saya datang ke Jepun, saya mengambil gambar di lapangan terbang. |日本へ 来た とき、 空港で 写真を 撮りました。	1	娯楽・趣味	1.3220
49945	ms	972	keméja	【よみ】; しゃつ;【意味】; shirt	3108;1640	Saya menerima kemeja daripada kawan pada hari jadi saya.|誕生日に 友達から シャツを もらいました。;;;Saya akan pergi beli kemeja.|シャツを 買いに いきます。	1	会社	1.4230
54653	ms	1678	mandi	【よみ】; しゃわー;【意味】; shower	2996	Oleh sebab panas, saya balik ke rumah dan mandi.|暑かったので、 家へ 帰って、 シャワーを 浴びました。	1	家庭／家	1.4541
14375	ms	1355	sepuluh	【よみ】　; じゅう;【意味】; ten	3893	Sepuluh hari bulan Oktober adalah hari jadi abang saya.|十月 十日は 兄の 誕生日です。	1		1.1960
8543	ms	1455	minggu	【よみ】; ～しゅうかん;【意味】; ～week(s)	3879	Saya akan melancong ke luar negara selama dua minggu mulai minggu depan. |来週から 二週間、 海外へ 旅行に 行きます。	1	時・週	1.1632
42954	ms	7	kelas	【よみ】; じゅぎょう;【意味】; lesson; class	2005;3069	Saya tidak akan pergi ke sekolah esok kerana tiada kelas.|あしたは 授業が ないから、 学校へ 行きません。;;;Kelas cikgu itu menarik.|あの 先生の 授業は おもしろいです。	1	授業	1.3640
28288	ms	303	kerja rumah	【よみ】; しゅくだい;【意味】; homework	3063;1473	Saya akan membuat kerja rumah di perpustakaan malam ini. |今晩は 図書館で 宿題を します。;;;Jangan lupa tentang kerja rumah. |宿題を 忘れないで ください。	1	授業	1.3070
39927	ms	1012	pandai	【よみ】; じょうず;【意味】; good at; skillful; clever	2926;2925	Encik Matsui pandai memasak.|松井さんは 料理が 上手です。;;;Saya belajar dengan adik lelaki saya sebab dia pandai bermain bola sepak.|弟は サッカーが 上手なので、 教えて もらいました。	1	スポーツ	1.3421
100087	ms	1680	kuat	【よみ】; じょうぶ;【意味】; healthy; strong	3596;3595	Encik Yamada kuat dan sihat.|山田さんは 丈夫で 元気です。;;;Jika makan banyak nasi, badan akan jadi kuat.|たくさん ごはんを 食べれば、 丈夫な 体に なります。	1		3.5710
51442	ms	1681	kicap	【よみ】; しょうゆ;【意味】; soy sauce	3202	Saya makan sashimi dengan cicah kicap. |しょうゆを つけて、 さしみを 食べます。	1	食生活	1.4330
22896	ms	909	kantin	【よみ】; しょくどう;【意味】; lunchroom; cafeteria	1588;1553	Saya akan makan nasi di kantin.|食堂で ごはんを 食べます。;;;Saya bangun pada pukul tujuh pagi, makan sarapan di kantin dan berlatih dari pukul lapan. |朝 七時に 起きて、 食堂で 朝ごはんを 食べて、 ８時から 練習します。	1	レストラン／食堂	1.2650
75138	ms	845	tahu	【よみ】; しります;【意味】; know	3369;3370	Encik Kobayashi tidak tahu restoran itu.|小林さんは その レストランを 知りませんでした。;;;Saya tahu nombor telefon Encik Yamada.|わたしは 山田さんの 電話番号を 知って います。	1		2.3001
57950	ms	1682	putih	【よみ】; しろ;【意味】; white	3881	Saya paling suka warna putih. |わたしは 色で いちばん 白が 好きです。	1	色	1.5020
99105	ms	1094	putih	【よみ】; しろい;【意味】; white	3237;3239	Saya beli kasut putih di pusat membeli-belah semalam.|きのう デパートで 白い 靴を 買いました。;;;Kereta Encik Tanaka putih dan besar.|田中さんの 車は 白くて 大きいです。	1	色	3.5020
34508	ms	694	surat khabar	【よみ】; しんぶん;【意味】; newspaper	2065;2971	Kalau baca surat khabar setiap hari, awak boleh hafal.|毎日、 新聞を 読めば、 覚える ことが できますよ。;;;Itu surat khabar untuk hari ini.|それは きょうの 新聞です。	1	図書館	1.3160
8557	ms	270	hari Rabu	【よみ】; すいようび;【意味】; Wednesday	3411	Hospital di sana tutup pada setiap hari Rabu dan hari Ahad. |あそこの 病院は 水曜日と 日曜日が 休みです。	1	時・週	1.1632
83250	ms	1684	hisap (morph:meN- menghisap)	【よみ】; すいます;【意味】; smoke	2989;2988	Menghisap rokok tidak baik untuk kesihatan.|たばこを 吸うと、 体に 悪いです。;;;Saya menghisap rokok.|わたしは たばこを 吸います。	1	会社	2.3393
49927	ms	1685	skirt	【よみ】; すかーと;【意味】; skirt	3192	Cik Kobayashi lebih suka seluar daripada skirt.|小林さんは スカートより ズボンの ほうが 好きです。	1	身につける物・動作	1.4220
95586	ms	324	suka	【よみ】; すき;【意味】; like	3014;3013	Emak saya suka memasak. |母は 料理が 好きです。;;;Makanan yang saya suka adalah kari. |わたしの 好きな 食べ物は カレーです。	1	形容詞 2,娯楽・趣味	3.3020
9704	ms	1686	lébih	【よみ】; ～すぎ;【意味】; some minute past ～o'clock	3838;3837	Sekarang pukul dua belas lebih.|今 十二時すぎです。;;;Kelas selalunya akan mula dalam pukul sembilan lebih.|いつも 九時すぎに 授業が 始まります。	1		1.1670
93581	ms	1218	terus; sekejap lagi	【よみ】; すぐ／すぐに;【意味】; at once; immediately	3713;3712	Isteri saya akan pulang sekejap lagi.|妻は すぐに 帰って 来ます。;;;Saya akan terus mula bekerja setelah tamat pengajian di universiti.|大学を 出たら、 すぐ 働きます。	1		3.1671
93928	ms	1687	sedikit	【よみ】; すくない;【意味】; few; little	3526;3527	Saya ingin pergi ke tempat yang orangnya sedikt.|人が 少ない 所へ 行きたいです。;;;Pasar raya sana ikannya sedikit.|あそこの スーパーは 魚が 少ないです。	1	形容詞 2	3.1910
93932	ms	193	sedikit	【よみ】; すこし;【意味】; a few; a litttle; some	3709;3708	Semalam, saya minum sedikit arak. |きのう 少し お酒を 飲みました。 ;;;Saya akan tidur selepas membaca buku sedikit.|少し 本を 読んで、 寝ます。 	1		3.1910
94949	ms	1689	demi	【よみ】; ～ずつ;【意味】; each; ～ at one time	3818;3819	Kalau belajar, awak akan pandai berbahasa Jepun sedikit demi sedikit.|勉強すれば、 少しずつ 日本語が 上手に なるでしょう。;;;Sila ambil kertas satu demi satu.|紙を 一枚ずつ 取って ください。	1		3.1940
53573	ms	1690	pemanas	【よみ】; すとーぶ;【意味】; heater	3019;3021	Apabila pemanas dibuka, akan rasa panas.|ストーブを つけると、 暖かいです。;;;Saya tutup pemanas sebelum tidur.|寝る 前に ストーブを 消します。	1	道具・家具	1.4470
54192	ms	1691	sudu	【よみ】; すぷーん;【意味】; spoon	2812	Letakkan gula dalam kopi dengan sudu.|スプーンで コーヒーに 砂糖を 入れます。	1	レストラン／食堂	1.4520
38202	ms	1099	sukan	【よみ】; すぽーつ;【意味】; sport	3119;1849	Sukan yang saya paling suka adalah besbol.|スポーツは 野球が いちばん 好きです。;;;Saya tidak suka bersukan.|わたしは スポーツが すきでは ありません。	1	スポーツ	1.3374
49909	ms	962	seluar	【よみ】; ずぼん;【意味】; trousers; pants	3190	Saya tidak boleh memakai seluar ini kerana saiznya kecil.|この ズボンは わたしには 小さいので、 はけません。	1	身につける物・動作	1.4220
81948	ms	880	tinggal	【よみ】; すみます;【意味】; live	2030;1928;1535	Saya tinggal di Tokyo manakala adik lelaki saya pula tinggal di Kyoto.|わたしは 東京に 住んで いるけれども、 弟は 京都に 住んで います。;;;Rasanya ada orang yang tinggal di rumah ini.|この 家は だれか 住んで いそうです。;;;Saya tinggal di flat yang cantik dan senyap.|きれいで 静かな アパートに 住んで います。	1	不動産屋	2.3333
50294	ms	1692	selipar	【よみ】; すりっぱ;【意味】; mules; scuffs	3193	Saya menanggalkan kasut dan memakai selipar.|靴を 脱いで、 スリッパを はきます。	1	身につける物・動作	1.4260
82724	ms	915	duduk	【よみ】; すわります;【意味】; sit down	2874;1556	Saya ingin duduk berehat kerana letih.|疲れたので、 座って 休みます。;;;Mari kita duduk di sana dan makan bekal.|あそこに 座って、 お弁当を 食べましょう。	1	美容院	2.3391
64593	ms	815	ketinggian	【よみ】; せ;【意味】; back; height	1446;3634	Ketinggian badan Tanaka tinggi.|田中さんは 背が 高いです。;;;Kami beratur bermula dari ketinggian yang rendah.|背が 低い 人から 並びます。	1		1.5602
20241	ms	1163	pelajar	【よみ】; せいと;【意味】; pupil; student	2847;2848	Budak-budak yang ada di sini adalah pelajar dari sekolah yang sama.|ここに いる 子どもたちは 同じ 学校の 生徒です。;;;Semasa kelas, guru bertanyakan soalan kepada pelajar.|授業中、 先生は 生徒に 質問を しました。	1	学校	1.2419
49843	ms	1403	baju sejuk	【よみ】; せーたー;【意味】; sweater	3189	Saya menanggalkan baju sejuk kerana panas.|暑いので、 セーターを 脱ぎます。	1	身につける物・動作	1.4220
54609	ms	1693	sabun	【よみ】; せっけん;【意味】; soap	3640;3641	Saya basuh tangan dengan sabun.|せっけんで 手を 洗いました。;;;Tiada sabun di bilik mandi.|おふろに せっけんが ありません。	1		1.4541
94110	ms	821	sempit	【よみ】; せまい;【意味】; narrow; small (room etc.)	1454	Jalan di bandar ini sempit.|この 町は 道が 狭いです。	1	不動産屋	3.1912
14327	ms	1695	kosong	【よみ】; ぜろ;【意味】; zero	3883	"Kosong" adalah sama dengan "sifar".|ゼロは 零と 同じです。	1		1.1960
14441	ms	1696	ribu	【よみ】; せん;【意味】; thousand	3895	Saya meminjam seribu yen daripada Encik Yamada semalam.|きのう わたしは 山田さんに 千円 借りました。	1		1.1960
9112	ms	1400	bulan lepas	【よみ】; せんげつ;【意味】; last month	3300;3311	Saya melancong ke luar negara pada bulan lepas.|先月 海外へ 旅行に 行きました。;;;Baru sahaja saya memotong rambut bulan lepas tetapi rambut sudah panjang.|先月 髪を 切ったのに、 もう 長く なって しまいました。	1	時・月	1.1642
9116	ms	1283	minggu lepas	【よみ】; せんしゅう;【意味】; last week	3415	Hari jadi ibu pada minggu lepas.|先週、 母の 誕生日でした。	1	時・週	1.1642
19186	ms	2	guru; cikgu	【よみ】; せんせい;【意味】; teacher; instructor; ※ not used when referring to one's own job; doctor; ※ used when addressing a medical doctor in stead of "Dr.～"	2019;1476;1178	Hari ini tiada kelas kerana cikgu sakit.|きょうは 先生が 病気で、 授業が 休みに なりました。;;;Saya rasa orang itu guru bahasa Jepun. |あの 人は 日本語の 先生だと 思います。;;;Ayah saya guru.|父は 先生です。	1	学校,授業	1.2410
47235	ms	1697	mencuci pakaian	【よみ】; せんたく;【意味】; washing (clothes)	2995	Esok pagi saya mesti mencuci pakaian saya.|あしたの 朝 洗濯を しなければ なりません。	1	家庭／家	1.3841
88469	ms	1698	mencuci pakaian	【よみ】; せんたくします;【意味】; wash (clothes)	2999	Esok pagi saya mesti mencuci pakaian saya.|あしたの 朝 洗濯しなければ なりません。	1	家庭／家	2.3841
13993	ms	214	semuanya	【よみ】; ぜんぶ;【意味】; all; whole	3807;3806	Kerja rumah semuanya sudah siap dibuat. |宿題が 全部 終わりました。;;;Semuanya berjumlah seribu enam ratus yen. |全部で 千六百円です。	1		1.1940
90799	ms	45	begitu	【よみ】; そう;【意味】; so	2637;3782;3783;2396	Oh begitu ke...|ああ、 そうですか…。;;;Betul tu. |そうですね。;;;Ya, betul. |はい、 そうです。;;;Ya, begitu. |そうなんです。	1		3.1010
47401	ms	1074	membersihkan	【よみ】; そうじ;【意味】; cleaning (room etc.)	1810	Saya nak membersihkan rumah selepas balik.|家へ 帰ったら 掃除を しようと 思います。	1	部屋	1.3843
88631	ms	1699	membersihkan	【よみ】; そうじします;【意味】; clean (room etc.)	2998	Selepas balik, saya nak membersihkan rumah.|家へ 帰ったら、 掃除しようと 思います。	1	部屋	2.3843
